,Rx,Tx,Voltages (mV),Phase1,Phase3,Phase4,Phase6,Phase7,Phase8,Frequency (MHz),Run Exp Num,NumMPPs,Dist (m)
435,Tag2,Tag1,"[537.69 327.04 326.2  327.8  330.93 333.83 334.74 328.18 329.25 320.02
 325.21 323.68 320.63 324.67 324.9  324.6  320.4  327.04 322.16 334.74
 338.1  338.94 335.43 337.95 340.09 334.21 336.35 336.73 335.81 332.53
 336.73 334.06 338.33 332.91 335.13 333.75 332.61 333.68 332.46 331.46
 327.34 329.02 327.95 327.12 327.73 330.09 328.79 327.8  325.74 323.3
 317.43 316.36 315.75 315.67 317.04 319.1  316.51 315.44 315.44 326.66
 327.88 325.89 334.13 332.46 329.1  330.09 335.74 332.61 319.33 324.67
 323.   323.83 320.02 325.13 323.38 324.6  324.9  321.24 335.13 334.82
 341.08 338.64 333.98 336.12 339.55 335.81 339.48 333.91 337.95 332.61
 332.99 337.42 331.62 333.6  331.31 334.82 333.07 333.83 326.12 328.26
 327.34 327.19 329.79 325.36 326.81 329.56 329.56 333.68 315.44 321.09
 318.95 318.11 316.59 315.67 321.47 320.71 318.72 323.15 327.73 327.5
 331.62 332.91 331.01 332.91 334.9  331.39 338.94 323.68 325.13 318.34
 323.68 325.82 318.11 320.94 318.57 324.29 320.1  339.86 337.42 334.97
 336.27 338.18 335.05 341.54 334.44 334.36 338.48 331.46 339.4  332.68
 331.16 332.99 333.68 336.88 335.2  333.75 333.37 324.52 327.5  326.2
 326.05 326.73 326.28 326.81 325.89 325.13 329.1  317.5  321.93 318.42
 315.37 314.53 318.42 316.97 316.36 317.12 326.5  335.13 329.56 328.87
 328.34 327.27 326.35 327.65 333.98 331.62 321.24 320.4  319.03 319.1
 320.48 318.34 319.18 319.94 322.31 321.85 336.04 334.36 333.83 343.52
 336.42 339.32 336.35 340.54 334.59 336.96 331.62 333.3  334.74 334.29
 331.54 331.92 334.29 333.75 332.84 333.45 326.89 326.5  330.32 328.03
 326.96 328.49 330.01 325.89 325.74 326.89 324.37 318.57 316.59 314.83
 315.06 322.   318.65 316.59 314.22 327.34 329.18 326.28 325.74 328.49
 326.89 330.93 327.57 327.8  330.17 319.49 323.22 320.33 318.95 321.24
 317.35 319.03 327.95 320.02 322.38 335.58 338.03 334.36 336.5  334.59
 333.68 334.9  335.28 334.36 335.2  334.06 331.39 339.55 332.3  331.54
 336.12 333.6  335.43 333.37 335.89 328.26 324.83 325.06 327.12 332.53
 324.75 329.48 329.71 326.89 324.29 315.52 318.42 320.17 316.05 314.76
 318.8  318.34 319.79 315.06 318.72 317.81 316.36 316.43]",329.25,324.14,336.54,333.71500000000003,327.875,316.435,945,3,1,1.2
436,Tag2,Tag1,"[537.69 327.04 326.2  327.8  330.93 333.83 334.74 328.18 329.25 320.02
 325.21 323.68 320.63 324.67 324.9  324.6  320.4  327.04 322.16 334.74
 338.1  338.94 335.43 337.95 340.09 334.21 336.35 336.73 335.81 332.53
 336.73 334.06 338.33 332.91 335.13 333.75 332.61 333.68 332.46 331.46
 327.34 329.02 327.95 327.12 327.73 330.09 328.79 327.8  325.74 323.3
 317.43 316.36 315.75 315.67 317.04 319.1  316.51 315.44 315.44 326.66
 327.88 325.89 334.13 332.46 329.1  330.09 335.74 332.61 319.33 324.67
 323.   323.83 320.02 325.13 323.38 324.6  324.9  321.24 335.13 334.82
 341.08 338.64 333.98 336.12 339.55 335.81 339.48 333.91 337.95 332.61
 332.99 337.42 331.62 333.6  331.31 334.82 333.07 333.83 326.12 328.26
 327.34 327.19 329.79 325.36 326.81 329.56 329.56 333.68 315.44 321.09
 318.95 318.11 316.59 315.67 321.47 320.71 318.72 323.15 327.73 327.5
 331.62 332.91 331.01 332.91 334.9  331.39 338.94 323.68 325.13 318.34
 323.68 325.82 318.11 320.94 318.57 324.29 320.1  339.86 337.42 334.97
 336.27 338.18 335.05 341.54 334.44 334.36 338.48 331.46 339.4  332.68
 331.16 332.99 333.68 336.88 335.2  333.75 333.37 324.52 327.5  326.2
 326.05 326.73 326.28 326.81 325.89 325.13 329.1  317.5  321.93 318.42
 315.37 314.53 318.42 316.97 316.36 317.12 326.5  335.13 329.56 328.87
 328.34 327.27 326.35 327.65 333.98 331.62 321.24 320.4  319.03 319.1
 320.48 318.34 319.18 319.94 322.31 321.85 336.04 334.36 333.83 343.52
 336.42 339.32 336.35 340.54 334.59 336.96 331.62 333.3  334.74 334.29
 331.54 331.92 334.29 333.75 332.84 333.45 326.89 326.5  330.32 328.03
 326.96 328.49 330.01 325.89 325.74 326.89 324.37 318.57 316.59 314.83
 315.06 322.   318.65 316.59 314.22 327.34 329.18 326.28 325.74 328.49
 326.89 330.93 327.57 327.8  330.17 319.49 323.22 320.33 318.95 321.24
 317.35 319.03 327.95 320.02 322.38 335.58 338.03 334.36 336.5  334.59
 333.68 334.9  335.28 334.36 335.2  334.06 331.39 339.55 332.3  331.54
 336.12 333.6  335.43 333.37 335.89 328.26 324.83 325.06 327.12 332.53
 324.75 329.48 329.71 326.89 324.29 315.52 318.42 320.17 316.05 314.76
 318.8  318.34 319.79 315.06 318.72 317.81 316.36 316.43]",329.595,324.21500000000003,337.03499999999997,333.03,328.26,318.83500000000004,945,3,1,1.2
437,Tag2,Tag1,"[537.69 327.04 326.2  327.8  330.93 333.83 334.74 328.18 329.25 320.02
 325.21 323.68 320.63 324.67 324.9  324.6  320.4  327.04 322.16 334.74
 338.1  338.94 335.43 337.95 340.09 334.21 336.35 336.73 335.81 332.53
 336.73 334.06 338.33 332.91 335.13 333.75 332.61 333.68 332.46 331.46
 327.34 329.02 327.95 327.12 327.73 330.09 328.79 327.8  325.74 323.3
 317.43 316.36 315.75 315.67 317.04 319.1  316.51 315.44 315.44 326.66
 327.88 325.89 334.13 332.46 329.1  330.09 335.74 332.61 319.33 324.67
 323.   323.83 320.02 325.13 323.38 324.6  324.9  321.24 335.13 334.82
 341.08 338.64 333.98 336.12 339.55 335.81 339.48 333.91 337.95 332.61
 332.99 337.42 331.62 333.6  331.31 334.82 333.07 333.83 326.12 328.26
 327.34 327.19 329.79 325.36 326.81 329.56 329.56 333.68 315.44 321.09
 318.95 318.11 316.59 315.67 321.47 320.71 318.72 323.15 327.73 327.5
 331.62 332.91 331.01 332.91 334.9  331.39 338.94 323.68 325.13 318.34
 323.68 325.82 318.11 320.94 318.57 324.29 320.1  339.86 337.42 334.97
 336.27 338.18 335.05 341.54 334.44 334.36 338.48 331.46 339.4  332.68
 331.16 332.99 333.68 336.88 335.2  333.75 333.37 324.52 327.5  326.2
 326.05 326.73 326.28 326.81 325.89 325.13 329.1  317.5  321.93 318.42
 315.37 314.53 318.42 316.97 316.36 317.12 326.5  335.13 329.56 328.87
 328.34 327.27 326.35 327.65 333.98 331.62 321.24 320.4  319.03 319.1
 320.48 318.34 319.18 319.94 322.31 321.85 336.04 334.36 333.83 343.52
 336.42 339.32 336.35 340.54 334.59 336.96 331.62 333.3  334.74 334.29
 331.54 331.92 334.29 333.75 332.84 333.45 326.89 326.5  330.32 328.03
 326.96 328.49 330.01 325.89 325.74 326.89 324.37 318.57 316.59 314.83
 315.06 322.   318.65 316.59 314.22 327.34 329.18 326.28 325.74 328.49
 326.89 330.93 327.57 327.8  330.17 319.49 323.22 320.33 318.95 321.24
 317.35 319.03 327.95 320.02 322.38 335.58 338.03 334.36 336.5  334.59
 333.68 334.9  335.28 334.36 335.2  334.06 331.39 339.55 332.3  331.54
 336.12 333.6  335.43 333.37 335.89 328.26 324.83 325.06 327.12 332.53
 324.75 329.48 329.71 326.89 324.29 315.52 318.42 320.17 316.05 314.76
 318.8  318.34 319.79 315.06 318.72 317.81 316.36 316.43]",331.505,322.31,335.65999999999997,333.525,326.24,317.77,945,3,1,1.2
438,Tag2,Tag1,"[537.69 327.04 326.2  327.8  330.93 333.83 334.74 328.18 329.25 320.02
 325.21 323.68 320.63 324.67 324.9  324.6  320.4  327.04 322.16 334.74
 338.1  338.94 335.43 337.95 340.09 334.21 336.35 336.73 335.81 332.53
 336.73 334.06 338.33 332.91 335.13 333.75 332.61 333.68 332.46 331.46
 327.34 329.02 327.95 327.12 327.73 330.09 328.79 327.8  325.74 323.3
 317.43 316.36 315.75 315.67 317.04 319.1  316.51 315.44 315.44 326.66
 327.88 325.89 334.13 332.46 329.1  330.09 335.74 332.61 319.33 324.67
 323.   323.83 320.02 325.13 323.38 324.6  324.9  321.24 335.13 334.82
 341.08 338.64 333.98 336.12 339.55 335.81 339.48 333.91 337.95 332.61
 332.99 337.42 331.62 333.6  331.31 334.82 333.07 333.83 326.12 328.26
 327.34 327.19 329.79 325.36 326.81 329.56 329.56 333.68 315.44 321.09
 318.95 318.11 316.59 315.67 321.47 320.71 318.72 323.15 327.73 327.5
 331.62 332.91 331.01 332.91 334.9  331.39 338.94 323.68 325.13 318.34
 323.68 325.82 318.11 320.94 318.57 324.29 320.1  339.86 337.42 334.97
 336.27 338.18 335.05 341.54 334.44 334.36 338.48 331.46 339.4  332.68
 331.16 332.99 333.68 336.88 335.2  333.75 333.37 324.52 327.5  326.2
 326.05 326.73 326.28 326.81 325.89 325.13 329.1  317.5  321.93 318.42
 315.37 314.53 318.42 316.97 316.36 317.12 326.5  335.13 329.56 328.87
 328.34 327.27 326.35 327.65 333.98 331.62 321.24 320.4  319.03 319.1
 320.48 318.34 319.18 319.94 322.31 321.85 336.04 334.36 333.83 343.52
 336.42 339.32 336.35 340.54 334.59 336.96 331.62 333.3  334.74 334.29
 331.54 331.92 334.29 333.75 332.84 333.45 326.89 326.5  330.32 328.03
 326.96 328.49 330.01 325.89 325.74 326.89 324.37 318.57 316.59 314.83
 315.06 322.   318.65 316.59 314.22 327.34 329.18 326.28 325.74 328.49
 326.89 330.93 327.57 327.8  330.17 319.49 323.22 320.33 318.95 321.24
 317.35 319.03 327.95 320.02 322.38 335.58 338.03 334.36 336.5  334.59
 333.68 334.9  335.28 334.36 335.2  334.06 331.39 339.55 332.3  331.54
 336.12 333.6  335.43 333.37 335.89 328.26 324.83 325.06 327.12 332.53
 324.75 329.48 329.71 326.89 324.29 315.52 318.42 320.17 316.05 314.76
 318.8  318.34 319.79 315.06 318.72 317.81 316.36 316.43]",327.995,320.21000000000004,336.42,333.375,326.92499999999995,317.58,945,3,1,1.2
439,Tag2,Tag1,"[537.69 327.04 326.2  327.8  330.93 333.83 334.74 328.18 329.25 320.02
 325.21 323.68 320.63 324.67 324.9  324.6  320.4  327.04 322.16 334.74
 338.1  338.94 335.43 337.95 340.09 334.21 336.35 336.73 335.81 332.53
 336.73 334.06 338.33 332.91 335.13 333.75 332.61 333.68 332.46 331.46
 327.34 329.02 327.95 327.12 327.73 330.09 328.79 327.8  325.74 323.3
 317.43 316.36 315.75 315.67 317.04 319.1  316.51 315.44 315.44 326.66
 327.88 325.89 334.13 332.46 329.1  330.09 335.74 332.61 319.33 324.67
 323.   323.83 320.02 325.13 323.38 324.6  324.9  321.24 335.13 334.82
 341.08 338.64 333.98 336.12 339.55 335.81 339.48 333.91 337.95 332.61
 332.99 337.42 331.62 333.6  331.31 334.82 333.07 333.83 326.12 328.26
 327.34 327.19 329.79 325.36 326.81 329.56 329.56 333.68 315.44 321.09
 318.95 318.11 316.59 315.67 321.47 320.71 318.72 323.15 327.73 327.5
 331.62 332.91 331.01 332.91 334.9  331.39 338.94 323.68 325.13 318.34
 323.68 325.82 318.11 320.94 318.57 324.29 320.1  339.86 337.42 334.97
 336.27 338.18 335.05 341.54 334.44 334.36 338.48 331.46 339.4  332.68
 331.16 332.99 333.68 336.88 335.2  333.75 333.37 324.52 327.5  326.2
 326.05 326.73 326.28 326.81 325.89 325.13 329.1  317.5  321.93 318.42
 315.37 314.53 318.42 316.97 316.36 317.12 326.5  335.13 329.56 328.87
 328.34 327.27 326.35 327.65 333.98 331.62 321.24 320.4  319.03 319.1
 320.48 318.34 319.18 319.94 322.31 321.85 336.04 334.36 333.83 343.52
 336.42 339.32 336.35 340.54 334.59 336.96 331.62 333.3  334.74 334.29
 331.54 331.92 334.29 333.75 332.84 333.45 326.89 326.5  330.32 328.03
 326.96 328.49 330.01 325.89 325.74 326.89 324.37 318.57 316.59 314.83
 315.06 322.   318.65 316.59 314.22 327.34 329.18 326.28 325.74 328.49
 326.89 330.93 327.57 327.8  330.17 319.49 323.22 320.33 318.95 321.24
 317.35 319.03 327.95 320.02 322.38 335.58 338.03 334.36 336.5  334.59
 333.68 334.9  335.28 334.36 335.2  334.06 331.39 339.55 332.3  331.54
 336.12 333.6  335.43 333.37 335.89 328.26 324.83 325.06 327.12 332.53
 324.75 329.48 329.71 326.89 324.29 315.52 318.42 320.17 316.05 314.76
 318.8  318.34 319.79 315.06 318.72 317.81 316.36 316.43]",327.23,320.78499999999997,334.475,333.485,325.975,318.075,945,3,1,1.2
440,Tag1,Tag2,"[182.15 140.8  140.27 140.73 140.57 140.57 140.57 140.8  140.88 140.96
 140.73 140.73 141.41 141.49 140.96 140.5  141.11 140.65 141.87 140.5
 141.95 141.34 141.57 142.1  141.26 141.18 141.41 141.11 141.57 141.49
 141.41 140.88 140.27 140.88 140.96 140.88 140.34 140.5  140.8  140.57
 140.34 140.8  140.5  140.73 140.73 140.34 140.8  140.65 140.73 140.96
 140.73 140.8  140.96 140.96 140.27 140.19 140.5  140.8  140.65 140.5
 140.5  140.42 140.27 140.73 140.34 140.42 140.42 140.34 140.27 140.5
 140.27 140.34 140.5  140.27 140.42 140.12 140.34 140.5  140.34 140.65
 141.03 141.57 141.26 141.11 141.34 140.65 141.49 141.57 141.34 141.34
 140.73 140.34 140.5  140.12 139.89 140.34 140.34 140.5  140.34 140.34
 140.42 140.57 140.04 140.73 140.34 140.19 140.57 140.57 140.88 140.27
 140.34 140.8  140.5  140.27 140.19 140.73 140.27 140.5  140.04 140.8
 140.5  140.5  140.34 141.03 140.65 140.57 140.42 140.73 140.57 140.42
 140.34 140.8  140.57 140.12 140.42 140.57 140.96 141.03 141.11 141.87
 141.49 141.26 141.57 141.95 141.41 141.57 141.79 141.41 141.57 140.57
 140.57 140.19 140.65 140.73 140.57 140.34 140.34 140.88 140.73 140.27
 140.19 140.65 140.8  140.73 140.04 140.57 140.34 140.5  140.5  140.73
 140.42 140.88 140.57 141.18 141.95 140.73 141.11 141.18 140.65 140.65
 140.8  141.11 140.34 141.03 141.11 140.96 140.73 140.57 140.73 140.73
 140.88 140.27 140.88 140.73 140.8  141.03 141.11 140.65 141.18 140.88
 141.64 141.57 141.57 141.34 140.88 141.49 141.26 140.27 140.88 140.96
 140.5  140.73 141.18 141.11 141.34 141.34 140.88 140.65 140.57 140.96
 141.26 140.8  141.26 140.88 140.73 141.03 140.65 140.65 140.57 140.8
 140.34 141.11 140.65 140.88 140.96 140.57 140.73 140.8  140.96 140.8
 140.73 140.65 140.5  140.88 140.57 140.73 140.12 140.42 140.65 140.88
 140.96 140.65 140.42 140.96 140.73 140.73 140.65 141.49 141.79 141.79
 141.49 141.87 141.57 141.57 141.72 141.95 140.8  140.8  140.88 140.8
 140.8  140.88 140.73 140.65 141.26 140.65 141.11 140.57 140.5  141.18
 140.73 141.11 140.88 141.03 140.8  141.03 140.65 140.96 141.79 140.34
 140.57 141.03 140.96 140.96 140.65 140.88 140.34 140.5  140.8  140.96]",140.73,140.96,141.375,140.88,140.69,140.765,845,4,1,1.2
441,Tag1,Tag2,"[182.15 140.8  140.27 140.73 140.57 140.57 140.57 140.8  140.88 140.96
 140.73 140.73 141.41 141.49 140.96 140.5  141.11 140.65 141.87 140.5
 141.95 141.34 141.57 142.1  141.26 141.18 141.41 141.11 141.57 141.49
 141.41 140.88 140.27 140.88 140.96 140.88 140.34 140.5  140.8  140.57
 140.34 140.8  140.5  140.73 140.73 140.34 140.8  140.65 140.73 140.96
 140.73 140.8  140.96 140.96 140.27 140.19 140.5  140.8  140.65 140.5
 140.5  140.42 140.27 140.73 140.34 140.42 140.42 140.34 140.27 140.5
 140.27 140.34 140.5  140.27 140.42 140.12 140.34 140.5  140.34 140.65
 141.03 141.57 141.26 141.11 141.34 140.65 141.49 141.57 141.34 141.34
 140.73 140.34 140.5  140.12 139.89 140.34 140.34 140.5  140.34 140.34
 140.42 140.57 140.04 140.73 140.34 140.19 140.57 140.57 140.88 140.27
 140.34 140.8  140.5  140.27 140.19 140.73 140.27 140.5  140.04 140.8
 140.5  140.5  140.34 141.03 140.65 140.57 140.42 140.73 140.57 140.42
 140.34 140.8  140.57 140.12 140.42 140.57 140.96 141.03 141.11 141.87
 141.49 141.26 141.57 141.95 141.41 141.57 141.79 141.41 141.57 140.57
 140.57 140.19 140.65 140.73 140.57 140.34 140.34 140.88 140.73 140.27
 140.19 140.65 140.8  140.73 140.04 140.57 140.34 140.5  140.5  140.73
 140.42 140.88 140.57 141.18 141.95 140.73 141.11 141.18 140.65 140.65
 140.8  141.11 140.34 141.03 141.11 140.96 140.73 140.57 140.73 140.73
 140.88 140.27 140.88 140.73 140.8  141.03 141.11 140.65 141.18 140.88
 141.64 141.57 141.57 141.34 140.88 141.49 141.26 140.27 140.88 140.96
 140.5  140.73 141.18 141.11 141.34 141.34 140.88 140.65 140.57 140.96
 141.26 140.8  141.26 140.88 140.73 141.03 140.65 140.65 140.57 140.8
 140.34 141.11 140.65 140.88 140.96 140.57 140.73 140.8  140.96 140.8
 140.73 140.65 140.5  140.88 140.57 140.73 140.12 140.42 140.65 140.88
 140.96 140.65 140.42 140.96 140.73 140.73 140.65 141.49 141.79 141.79
 141.49 141.87 141.57 141.57 141.72 141.95 140.8  140.8  140.88 140.8
 140.8  140.88 140.73 140.65 141.26 140.65 141.11 140.57 140.5  141.18
 140.73 141.11 140.88 141.03 140.8  141.03 140.65 140.96 141.79 140.34
 140.57 141.03 140.96 140.96 140.65 140.88 140.34 140.5  140.8  140.96]",140.42,140.34,141.3,140.34,140.42,140.42000000000002,845,4,1,1.2
442,Tag1,Tag2,"[182.15 140.8  140.27 140.73 140.57 140.57 140.57 140.8  140.88 140.96
 140.73 140.73 141.41 141.49 140.96 140.5  141.11 140.65 141.87 140.5
 141.95 141.34 141.57 142.1  141.26 141.18 141.41 141.11 141.57 141.49
 141.41 140.88 140.27 140.88 140.96 140.88 140.34 140.5  140.8  140.57
 140.34 140.8  140.5  140.73 140.73 140.34 140.8  140.65 140.73 140.96
 140.73 140.8  140.96 140.96 140.27 140.19 140.5  140.8  140.65 140.5
 140.5  140.42 140.27 140.73 140.34 140.42 140.42 140.34 140.27 140.5
 140.27 140.34 140.5  140.27 140.42 140.12 140.34 140.5  140.34 140.65
 141.03 141.57 141.26 141.11 141.34 140.65 141.49 141.57 141.34 141.34
 140.73 140.34 140.5  140.12 139.89 140.34 140.34 140.5  140.34 140.34
 140.42 140.57 140.04 140.73 140.34 140.19 140.57 140.57 140.88 140.27
 140.34 140.8  140.5  140.27 140.19 140.73 140.27 140.5  140.04 140.8
 140.5  140.5  140.34 141.03 140.65 140.57 140.42 140.73 140.57 140.42
 140.34 140.8  140.57 140.12 140.42 140.57 140.96 141.03 141.11 141.87
 141.49 141.26 141.57 141.95 141.41 141.57 141.79 141.41 141.57 140.57
 140.57 140.19 140.65 140.73 140.57 140.34 140.34 140.88 140.73 140.27
 140.19 140.65 140.8  140.73 140.04 140.57 140.34 140.5  140.5  140.73
 140.42 140.88 140.57 141.18 141.95 140.73 141.11 141.18 140.65 140.65
 140.8  141.11 140.34 141.03 141.11 140.96 140.73 140.57 140.73 140.73
 140.88 140.27 140.88 140.73 140.8  141.03 141.11 140.65 141.18 140.88
 141.64 141.57 141.57 141.34 140.88 141.49 141.26 140.27 140.88 140.96
 140.5  140.73 141.18 141.11 141.34 141.34 140.88 140.65 140.57 140.96
 141.26 140.8  141.26 140.88 140.73 141.03 140.65 140.65 140.57 140.8
 140.34 141.11 140.65 140.88 140.96 140.57 140.73 140.8  140.96 140.8
 140.73 140.65 140.5  140.88 140.57 140.73 140.12 140.42 140.65 140.88
 140.96 140.65 140.42 140.96 140.73 140.73 140.65 141.49 141.79 141.79
 141.49 141.87 141.57 141.57 141.72 141.95 140.8  140.8  140.88 140.8
 140.8  140.88 140.73 140.65 141.26 140.65 141.11 140.57 140.5  141.18
 140.73 141.11 140.88 141.03 140.8  141.03 140.65 140.96 141.79 140.34
 140.57 141.03 140.96 140.96 140.65 140.88 140.34 140.5  140.8  140.96]",140.535,140.57,141.53,140.57,140.535,140.805,845,4,1,1.2
443,Tag1,Tag2,"[182.15 140.8  140.27 140.73 140.57 140.57 140.57 140.8  140.88 140.96
 140.73 140.73 141.41 141.49 140.96 140.5  141.11 140.65 141.87 140.5
 141.95 141.34 141.57 142.1  141.26 141.18 141.41 141.11 141.57 141.49
 141.41 140.88 140.27 140.88 140.96 140.88 140.34 140.5  140.8  140.57
 140.34 140.8  140.5  140.73 140.73 140.34 140.8  140.65 140.73 140.96
 140.73 140.8  140.96 140.96 140.27 140.19 140.5  140.8  140.65 140.5
 140.5  140.42 140.27 140.73 140.34 140.42 140.42 140.34 140.27 140.5
 140.27 140.34 140.5  140.27 140.42 140.12 140.34 140.5  140.34 140.65
 141.03 141.57 141.26 141.11 141.34 140.65 141.49 141.57 141.34 141.34
 140.73 140.34 140.5  140.12 139.89 140.34 140.34 140.5  140.34 140.34
 140.42 140.57 140.04 140.73 140.34 140.19 140.57 140.57 140.88 140.27
 140.34 140.8  140.5  140.27 140.19 140.73 140.27 140.5  140.04 140.8
 140.5  140.5  140.34 141.03 140.65 140.57 140.42 140.73 140.57 140.42
 140.34 140.8  140.57 140.12 140.42 140.57 140.96 141.03 141.11 141.87
 141.49 141.26 141.57 141.95 141.41 141.57 141.79 141.41 141.57 140.57
 140.57 140.19 140.65 140.73 140.57 140.34 140.34 140.88 140.73 140.27
 140.19 140.65 140.8  140.73 140.04 140.57 140.34 140.5  140.5  140.73
 140.42 140.88 140.57 141.18 141.95 140.73 141.11 141.18 140.65 140.65
 140.8  141.11 140.34 141.03 141.11 140.96 140.73 140.57 140.73 140.73
 140.88 140.27 140.88 140.73 140.8  141.03 141.11 140.65 141.18 140.88
 141.64 141.57 141.57 141.34 140.88 141.49 141.26 140.27 140.88 140.96
 140.5  140.73 141.18 141.11 141.34 141.34 140.88 140.65 140.57 140.96
 141.26 140.8  141.26 140.88 140.73 141.03 140.65 140.65 140.57 140.8
 140.34 141.11 140.65 140.88 140.96 140.57 140.73 140.8  140.96 140.8
 140.73 140.65 140.5  140.88 140.57 140.73 140.12 140.42 140.65 140.88
 140.96 140.65 140.42 140.96 140.73 140.73 140.65 141.49 141.79 141.79
 141.49 141.87 141.57 141.57 141.72 141.95 140.8  140.8  140.88 140.8
 140.8  140.88 140.73 140.65 141.26 140.65 141.11 140.57 140.5  141.18
 140.73 141.11 140.88 141.03 140.8  141.03 140.65 140.96 141.79 140.34
 140.57 141.03 140.96 140.96 140.65 140.88 140.34 140.5  140.8  140.96]",140.765,140.765,141.34,140.92000000000002,140.84,140.69,845,4,1,1.2
444,Tag1,Tag2,"[182.15 140.8  140.27 140.73 140.57 140.57 140.57 140.8  140.88 140.96
 140.73 140.73 141.41 141.49 140.96 140.5  141.11 140.65 141.87 140.5
 141.95 141.34 141.57 142.1  141.26 141.18 141.41 141.11 141.57 141.49
 141.41 140.88 140.27 140.88 140.96 140.88 140.34 140.5  140.8  140.57
 140.34 140.8  140.5  140.73 140.73 140.34 140.8  140.65 140.73 140.96
 140.73 140.8  140.96 140.96 140.27 140.19 140.5  140.8  140.65 140.5
 140.5  140.42 140.27 140.73 140.34 140.42 140.42 140.34 140.27 140.5
 140.27 140.34 140.5  140.27 140.42 140.12 140.34 140.5  140.34 140.65
 141.03 141.57 141.26 141.11 141.34 140.65 141.49 141.57 141.34 141.34
 140.73 140.34 140.5  140.12 139.89 140.34 140.34 140.5  140.34 140.34
 140.42 140.57 140.04 140.73 140.34 140.19 140.57 140.57 140.88 140.27
 140.34 140.8  140.5  140.27 140.19 140.73 140.27 140.5  140.04 140.8
 140.5  140.5  140.34 141.03 140.65 140.57 140.42 140.73 140.57 140.42
 140.34 140.8  140.57 140.12 140.42 140.57 140.96 141.03 141.11 141.87
 141.49 141.26 141.57 141.95 141.41 141.57 141.79 141.41 141.57 140.57
 140.57 140.19 140.65 140.73 140.57 140.34 140.34 140.88 140.73 140.27
 140.19 140.65 140.8  140.73 140.04 140.57 140.34 140.5  140.5  140.73
 140.42 140.88 140.57 141.18 141.95 140.73 141.11 141.18 140.65 140.65
 140.8  141.11 140.34 141.03 141.11 140.96 140.73 140.57 140.73 140.73
 140.88 140.27 140.88 140.73 140.8  141.03 141.11 140.65 141.18 140.88
 141.64 141.57 141.57 141.34 140.88 141.49 141.26 140.27 140.88 140.96
 140.5  140.73 141.18 141.11 141.34 141.34 140.88 140.65 140.57 140.96
 141.26 140.8  141.26 140.88 140.73 141.03 140.65 140.65 140.57 140.8
 140.34 141.11 140.65 140.88 140.96 140.57 140.73 140.8  140.96 140.8
 140.73 140.65 140.5  140.88 140.57 140.73 140.12 140.42 140.65 140.88
 140.96 140.65 140.42 140.96 140.73 140.73 140.65 141.49 141.79 141.79
 141.49 141.87 141.57 141.57 141.72 141.95 140.8  140.8  140.88 140.8
 140.8  140.88 140.73 140.65 141.26 140.65 141.11 140.57 140.5  141.18
 140.73 141.11 140.88 141.03 140.8  141.03 140.65 140.96 141.79 140.34
 140.57 141.03 140.96 140.96 140.65 140.88 140.34 140.5  140.8  140.96]",140.73,140.69,141.64499999999998,140.8,140.84,140.92000000000002,845,4,1,1.2
